ticker,company name,short name,industry,exchange,market cap,sector
SEM,Select Medical Holdings Corporation,Select Medical,Health Care Providers,New York Stock Exchange,2131476858,Healthcare
SEMG,Semgroup Corporation Class A,Semgroup,Oil & Gas - Midstream,New York Stock Exchange,1254622445,Energy
SERV,ServiceMaster Global Holdings Inc.,ServiceMaster Global,Business Services,New York Stock Exchange,5359085080,Industrials
SF,Stifel Financial Corporation,Stifel Financial,Brokers & Exchanges,New York Stock Exchange,3680523405,Financial Services
SFE,Safeguard Scientifics Inc.,Safeguard Scientifics,Asset Management,New York Stock Exchange,200897042,Financial Services
SFL,Ship Finance International Limited,Ship Finance International Limited,Transportation & Logistics,New York Stock Exchange,1486194647,Industrials
SFS,Smart & Final Stores Inc.,Smart & Final Stores,Retail - Defensive,New York Stock Exchange,481888748,Consumer Defensive
SFUN,Fang Holdings Limited American Depositary Shares (Each representing Four Class A HK$1.00 par value),Fang Limited American Depositary Shares (Each representing Four HK$1.00 par value),Online Media,New York Stock Exchange,714919200,Technology
SGU,Star Group L.P.,Star,Oil & Gas - Midstream,New York Stock Exchange,485877160,Energy
SHAK,Shake Shack Inc. Class A,Shake Shack,Restaurants,New York Stock Exchange,1853384403,Consumer Cyclical
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,Shinhan Financial American Depositary Shares,Banks,New York Stock Exchange,18377603976,Financial Services
SHI,SINOPEC Shangai Petrochemical Company Ltd.,SINOPEC Shangai Petrochemical Company,Oil & Gas - Refining & Marketing,New York Stock Exchange,5284185751,Energy
SHLX,Shell Midstream Partners L.P. representing Limited Partner Interests,Shell Midstream Partners representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange,4348662905,Energy
SHO,Sunstone Hotel Investors Inc.,Sunstone Hotel Investors,REITs,New York Stock Exchange,3254803104,Real Estate
SHOP,Shopify Inc. Class A Subordinate,Shopify Subordinate,Application Software,New York Stock Exchange,17135485961,Technology
SHW,Sherwin-Williams Company (The),Sherwin-Williams Company (The),Chemicals,New York Stock Exchange,39356758614,Basic Materials
SID,Companhia Siderurgica Nacional S.A.,Companhia Siderurgica Nacional S.A.,Steel,New York Stock Exchange,3664204122,Basic Materials
SIG,Signet Jewelers Limited,Signet Jewelers Limited,Retail - Apparel & Specialty,New York Stock Exchange,1272888591,Consumer Cyclical
SITC,SITE Centers Corp.,SITE Centers,REITs,New York Stock Exchange,2411864877,Real Estate
SITE,SiteOne Landscape Supply Inc.,SiteOne Landscape Supply,Industrial Distribution,New York Stock Exchange,2103416465,Industrials
SIX,Six Flags Entertainment Corporation,Six Flags Entertainment,Travel & Leisure,New York Stock Exchange,5334460938,Consumer Cyclical
SJI,South Jersey Industries Inc.,South Jersey Industries,Utilities - Regulated,New York Stock Exchange,2721510542,Utilities
SJM,J.M. Smucker Company (The),J.M. Smucker Company (The),Consumer Packaged Goods,New York Stock Exchange,11950860662,Consumer Defensive
SJR,Shaw Communications Inc.,Shaw Communications,Communication Services,New York Stock Exchange,10038986034,Communication Services
SJT,San Juan Basin Royalty Trust,San Juan Basin Royalty Trust,Oil & Gas - E&P,New York Stock Exchange,217663077,Energy
SJW,SJW Group (DE),SJW (DE),Utilities - Regulated,New York Stock Exchange,1617542677,Utilities
SKM,SK Telecom Co. Ltd.,SK Telecom Co.,Communication Services,New York Stock Exchange,16381140953,Communication Services
SKT,Tanger Factory Outlet Centers Inc.,Tanger Factory Outlet Centers,REITs,New York Stock Exchange,2088961971,Real Estate
SKX,Skechers U.S.A. Inc.,Skechers U.S.A.,Manufacturing - Apparel & Furniture,New York Stock Exchange,4292463361,Consumer Cyclical
SKY,Skyline Champion Corporation,Skyline Champion,Homebuilding & Construction,New York Stock Exchange,940873547,Consumer Cyclical
SLB,Schlumberger N.V.,Schlumberger N.V.,Oil & Gas - Services,New York Stock Exchange,61825420104,Energy
SLCA,U.S. Silica Holdings Inc.,U.S. Silica,Metals & Mining,New York Stock Exchange,1106085794,Basic Materials
SLF,Sun Life Financial Inc.,Sun Life Financial,Insurance,New York Stock Exchange,21694254496,Financial Services
SLG,SL Green Realty Corp,SL Green Realty,REITs,New York Stock Exchange,7736585800,Real Estate
SM,SM Energy Company,SM Energy Company,Oil & Gas - E&P,New York Stock Exchange,2078565890,Energy
SMAR,Smartsheet Inc. Class A,Smartsheet,Application Software,New York Stock Exchange,3362642536,Technology
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Sumitomo Mitsui Financial Unsponsored American Depositary Shares (Japan),Banks,New York Stock Exchange,50625341972,Financial Services
SMG,Scotts Miracle-Gro Company (The),Scotts Miracle-Gro Company (The),Agriculture,New York Stock Exchange,4190395178,Basic Materials
SMHI,SEACOR Marine Holdings Inc.,SEACOR Marine,Transportation & Logistics,New York Stock Exchange,276277390,Industrials
SMI,Semiconductor Manufacturing International Corporation ADR,Semiconductor Manufacturing International,Semiconductors,New York Stock Exchange,4782976508,Technology
SMLP,Summit Midstream Partners LP Representing Limited Partner Interests,Summit Midstream Partners Representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange,1034919851,Energy
SMM,Salient Midstream of Beneficial Interest,Salient Midstream of Beneficial Interest,Asset Management,New York Stock Exchange,160388163,Financial Services
SMP,Standard Motor Products Inc.,Standard Motor Products,Autos,New York Stock Exchange,1124272694,Consumer Cyclical
SMTA,Spirit MTA REIT of Beneficial Interest,Spirit MTA REIT of Beneficial Interest,REITs,New York Stock Exchange,353252081,Real Estate
SN,Sanchez Energy Corporation,Sanchez Energy,Oil & Gas - E&P,New York Stock Exchange,39392005,Energy
SNA,Snap-On Incorporated,Snap-On Incorporated,Industrial Products,New York Stock Exchange,9210876905,Industrials
SNAP,Snap Inc. Class A,Snap,Online Media,New York Stock Exchange,8954364996,Technology
SNDR,Schneider National Inc.,Schneider National,Transportation & Logistics,New York Stock Exchange,4016058020,Industrials
SNE,Sony Corporation,Sony,Computer Hardware,New York Stock Exchange,58357087796,Technology
SNN,Smith & Nephew SNATS Inc.,Smith & Nephew SNATS,Medical Devices,New York Stock Exchange,16850957348,Healthcare
SNP,China Petroleum & Chemical Corporation,China Petroleum & Chemical,Oil & Gas - Integrated,New York Stock Exchange,1.0222E+11,Energy
SNR,New Senior Investment Group Inc.,New Senior Investment,REITs,New York Stock Exchange,442371660,Real Estate
SNV,Synovus Financial Corp.,Synovus Financial,Banks,New York Stock Exchange,6033938879,Financial Services
SNX,Synnex Corporation,Synnex,Business Services,New York Stock Exchange,5029426508,Industrials
SO,Southern Company (The),Southern Company (The),Utilities - Regulated,New York Stock Exchange,50106878911,Utilities
SOGO,Sogou Inc. American Depositary Shares each representing one Class A,Sogou American Depositary Shares each representing one,Online Media,New York Stock Exchange,2482289450,Technology
SOI,Solaris Oilfield Infrastructure Inc. Class A,Solaris Oilfield Infrastructure,Oil & Gas - Services,New York Stock Exchange,707246675,Energy
SOL,Renesola Ltd. ADR,Renesola,Semiconductors,New York Stock Exchange,66238129,Technology
SON,Sonoco Products Company,Sonoco Products Company,Packaging & Containers,New York Stock Exchange,5779944865,Consumer Cyclical
SOR,Source Capital Inc.,Source Capital,Asset Management,New York Stock Exchange,305166787,Financial Services
SPA,Sparton Corporation,Sparton,Computer Hardware,New York Stock Exchange,180958903,Technology
SPAQ,Spartan Energy Acquisition Corp Class A,Spartan Energy Acquisition,Asset Management,New York Stock Exchange,538200000,Financial Services
SPB,Spectrum Brands Holdings Inc.,Spectrum Brands,Manufacturing - Apparel & Furniture,New York Stock Exchange,3073171708,Consumer Cyclical
SPE,Special Opportunities Fund Inc,Special Opportunities Fund,Asset Management,New York Stock Exchange,110597594,Financial Services
SPG,Simon Property Group Inc.,Simon Property,REITs,New York Stock Exchange,56253193956,Real Estate
SPGI,S&P Global Inc.,S&P Global,Brokers & Exchanges,New York Stock Exchange,48699690000,Financial Services
SPH,Suburban Propane Partners L.P.,Suburban Propane Partners,Utilities - Regulated,New York Stock Exchange,1380648609,Utilities
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,Steel Partners PARTNERSHIP UNIT,Conglomerates,New York Stock Exchange,355572910,Industrials
SPN,Superior Energy Services Inc.,Superior Energy Services,Oil & Gas - Services,New York Stock Exchange,672978646,Energy
SPOT,Spotify Technology S.A.,Spotify Technology S.A.,Online Media,New York Stock Exchange,25084427549,Technology
SPR,Spirit Aerosystems Holdings Inc.,Spirit Aerosystems,Aerospace & Defense,New York Stock Exchange,9629359058,Industrials
SPXC,SPX Corporation,SPX,Industrial Products,New York Stock Exchange,1333004175,Industrials
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Nuveen S&P 500 Dynamic Overwrite Fund,Asset Management,New York Stock Exchange,250065291,Financial Services
SQ,Square Inc. Class A,Square,Application Software,New York Stock Exchange,30119165475,Technology
SQM,Sociedad Quimica y Minera S.A.,Sociedad Quimica y Minera S.A.,Chemicals,New York Stock Exchange,11225331749,Basic Materials
SQNS,Sequans Communications S.A. American Depositary Shares each representing one,Sequans Communications S.A. American Depositary Shares each representing one,Semiconductors,New York Stock Exchange,94586764,Technology
SR,Spire Inc.,Spire,Utilities - Regulated,New York Stock Exchange,3990103456,Utilities
SRC,Spirit Realty Capital Inc.,Spirit Realty Capital,REITs,New York Stock Exchange,3387778506,Real Estate
SRE,Sempra Energy,Sempra Energy,Utilities - Regulated,New York Stock Exchange,31982670145,Utilities
SRF,Cushing Energy Income Fund of Beneficial Interest,Cushing Energy Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange,18983166,Financial Services
SRG,Seritage Growth Properties Class A,Seritage Growth Properties,REITs,New York Stock Exchange,2272870036,Real Estate
SRI,Stoneridge Inc.,Stoneridge,Autos,New York Stock Exchange,762244310,Consumer Cyclical
SRLP,Sprague Resources LP representing Limited Partner Interests,Sprague Resources representing Limited Partner Interests,Oil & Gas - Refining & Marketing,New York Stock Exchange,431877361,Energy
SRT,StarTek Inc.,StarTek,Business Services,New York Stock Exchange,289323511,Industrials
SRV,Cushing MLP & Infrastructure Total Return Fund,Cushing MLP & Infrastructure Total Return Fund,Asset Management,New York Stock Exchange,68218479,Financial Services
SSD,Simpson Manufacturing Company Inc.,Simpson Manufacturing Company,Industrial Products,New York Stock Exchange,2585722399,Industrials
SSI,Stage Stores Inc.,Stage Stores,Retail - Apparel & Specialty,New York Stock Exchange,27159034,Consumer Cyclical
SSL,Sasol Ltd. American Depositary Shares,Sasol American Depositary Shares,Oil & Gas - Integrated,New York Stock Exchange,19677002634,Energy
SSTK,Shutterstock Inc.,Shutterstock,Online Media,New York Stock Exchange,1390265898,Technology
SSW,Seaspan Corporation,Seaspan,Transportation & Logistics,New York Stock Exchange,1878644038,Industrials
ST,Sensata Technologies Holding plc,Sensata Holding plc,Computer Hardware,New York Stock Exchange,7829780180,Technology
STAG,Stag Industrial Inc.,Stag Industrial,REITs,New York Stock Exchange,3003276828,Real Estate
STAR,iStar Inc.,iStar,REITs,New York Stock Exchange,658801327,Real Estate
STC,Stewart Information Services Corporation,Stewart Information Services,Insurance - Property & Casualty,New York Stock Exchange,997469460,Financial Services
STE,STERIS plc,STERIS plc,Medical Instruments & Equipment,New York Stock Exchange,9982035757,Healthcare
STG,Sunlands Online Education Group American Depositary Shares representing Class A,Sunlands Online Education American Depositary Shares representing,Education,New York Stock Exchange,944950432,Consumer Defensive
STI,SunTrust Banks Inc.,SunTrust Banks,Banks,New York Stock Exchange,26223387840,Financial Services
STK,Columbia Seligman Premium Technology Growth Fund Inc,Columbia Seligman Premium Technology Growth Fund,Asset Management,New York Stock Exchange,309288035,Financial Services
STL,Sterling Bancorp,Sterling Bancorp,Banks,New York Stock Exchange,4218605393,Financial Services
STM,STMicroelectronics N.V.,STMicroelectronics N.V.,Semiconductors,New York Stock Exchange,14052686439,Technology
STN,Stantec Inc,Stantec,Engineering & Construction,New York Stock Exchange,2666744903,Industrials
STNG,Scorpio Tankers Inc.,Scorpio Tankers,Transportation & Logistics,New York Stock Exchange,92964027,Industrials
STON,StoneMor Partners L.P. Rep Limited Partnership Interests,StoneMor Partners Rep Limited Partnership Interests,Personal Services,New York Stock Exchange,115735909,Consumer Cyclical
STOR,STORE Capital Corporation,STORE Capital,REITs,New York Stock Exchange,6768283253,Real Estate
STT,State Street Corporation,State Street,Asset Management,New York Stock Exchange,26904027526,Financial Services
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,STARWOOD PROPERTY TRUST Starwood Property Trust,REITs,New York Stock Exchange,6054988523,Real Estate
STZ,Constellation Brands Inc.,Constellation Brands,Beverages - Alcoholic,New York Stock Exchange,33065128712,Consumer Defensive
STZ.B,Constellation Brands Inc.,Constellation Brands,Beverages - Alcoholic,New York Stock Exchange,4044594423,Consumer Defensive
SU,Suncor Energy Inc.,Suncor Energy,Oil & Gas - Integrated,New York Stock Exchange,52185932817,Energy
SUI,Sun Communities Inc.,Sun Communities,REITs,New York Stock Exchange,9525090980,Real Estate
SUM,Summit Materials Inc. Class A,Summit Materials,Building Materials,New York Stock Exchange,1796548258,Basic Materials
SUN,Sunoco LP representing limited partner interests,Sunoco representing limited partner interests,Oil & Gas - Refining & Marketing,New York Stock Exchange,2482835518,Energy
SUP,Superior Industries International Inc. (DE),Superior Industries International (DE),Autos,New York Stock Exchange,125346377,Consumer Cyclical
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Grupo Supervielle S.A. American Depositary Shares each Representing five B shares,Banks,New York Stock Exchange,1028538665,Financial Services
SUZ,Suzano Papel e Celulose S.A. American Depositary Shares (each representing two),Suzano Papel e Celulose S.A. American Depositary Shares (each representing two),Forest Products,New York Stock Exchange,17425196706,Basic Materials
SWCH,Switch Inc. Class A,Switch,Application Software,New York Stock Exchange,2084140676,Technology
SWI,SolarWinds Corporation,SolarWinds,Application Software,New York Stock Exchange,5609979558,Technology
SWK,Stanley Black & Decker Inc.,Stanley Black & Decker,Industrial Products,New York Stock Exchange,19348532140,Industrials
SWM,Schweitzer-Mauduit International Inc.,Schweitzer-Mauduit International,Forest Products,New York Stock Exchange,978712616,Basic Materials
SWN,Southwestern Energy Company,Southwestern Energy Company,Oil & Gas - E&P,New York Stock Exchange,2543090296,Energy
SWX,Southwest Gas Holdings Inc.,Southwest Gas,Utilities - Regulated,New York Stock Exchange,3840366875,Utilities
SWZ,Swiss Helvetia Fund Inc. (The),Swiss Helvetia Fund (The),Asset Management,New York Stock Exchange,97818402,Financial Services
SXC,SunCoke Energy Inc.,SunCoke Energy,Coal,New York Stock Exchange,649750455,Basic Materials
SXCP,SunCoke Energy Partners L.P. Representing Limited partner Interests,SunCoke Energy Partners Representing Limited partner Interests,Coal,New York Stock Exchange,676996582,Basic Materials
SXE,Southcross Energy Partners L.P.,Southcross Energy Partners,Utilities - Regulated,New York Stock Exchange,31275721,Utilities
SXI,Standex International Corporation,Standex International,Industrial Products,New York Stock Exchange,961892615,Industrials
SXT,Sensient Technologies Corporation,Sensient,Chemicals,New York Stock Exchange,2662482523,Basic Materials
SYF,Synchrony Financial,Synchrony Financial,Credit Services,New York Stock Exchange,21442414500,Financial Services
SYK,Stryker Corporation,Stryker,Medical Devices,New York Stock Exchange,67125457236,Healthcare
SYX,Systemax Inc.,Systemax,Retail - Apparel & Specialty,New York Stock Exchange,869651411,Consumer Cyclical
SYY,Sysco Corporation,Sysco,Retail - Defensive,New York Stock Exchange,33957724757,Consumer Defensive
SZC,Cushing Renaissance Fund (The) of Beneficial Interest,Cushing Renaissance Fund (The) of Beneficial Interest,Asset Management,New York Stock Exchange,129752697,Financial Services
T,AT&T Inc.,AT&T,Communication Services,New York Stock Exchange,2.15474E+11,Communication Services
TAC,TransAlta Corporation,TransAlta,Utilities - Independent Power Producers,New York Stock Exchange,1592272186,Utilities
TAHO,Tahoe Resources Inc. (Canada),Tahoe Resources (Canada),Metals & Mining,New York Stock Exchange,1195291651,Basic Materials
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of share of),Drug Manufacturers,New York Stock Exchange,60916833148,Healthcare
TAL,TAL Education Group American Depositary Shares,TAL Education American Depositary Shares,Education,New York Stock Exchange,17992563874,Consumer Defensive
TALO,Talos Energy Inc.,Talos Energy,Oil & Gas - E&P,New York Stock Exchange,1103152994,Energy
TAP,Molson Coors Brewing Company Class B,Molson Coors Brewing Company B,Beverages - Alcoholic,New York Stock Exchange,10899342018,Consumer Defensive
TAP.A,Molson Coors Brewing Company Class A,Molson Coors Brewing Company,Beverages - Alcoholic,New York Stock Exchange,182841082,Consumer Defensive
TARO,Taro Pharmaceutical Industries Ltd.,Taro Pharmaceutical Industries,Drug Manufacturers,New York Stock Exchange,3706840245,Healthcare
TBI,TrueBlue Inc.,TrueBlue,Employment Services,New York Stock Exchange,990269484,Industrials
TCF,TCF Financial Corporation,TCF Financial,Banks,New York Stock Exchange,3688903617,Financial Services
TCI,Transcontinental Realty Investors Inc.,Transcontinental Realty Investors,REITs,New York Stock Exchange,289865753,Real Estate
TCO,Taubman Centers Inc.,Taubman Centers,REITs,New York Stock Exchange,3023342607,Real Estate
TCP,TC PipeLines LP representing Limited Partner Interests,TC PipeLines representing Limited Partner Interests,Oil & Gas - Midstream,New York Stock Exchange,2322838945,Energy
TCS,Container Store (The),Container Store (The),Retail - Apparel & Specialty,New York Stock Exchange,367338710,Consumer Cyclical
TD,Toronto Dominion Bank (The),Toronto Dominion Bank (The),Banks,New York Stock Exchange,1.03784E+11,Financial Services
TDC,Teradata Corporation,Teradata,Computer Hardware,New York Stock Exchange,5425380000,Technology
TDF,Templeton Dragon Fund Inc.,Templeton Dragon Fund,Asset Management,New York Stock Exchange,634227522,Financial Services
TDG,Transdigm Group Incorporated Inc.,Transdigm Incorporated,Aerospace & Defense,New York Stock Exchange,22137850441,Industrials
TDOC,Teladoc Health Inc.,Teladoc Health,Application Software,New York Stock Exchange,4444054712,Technology
TDS,Telephone and Data Systems Inc.,Telephone and Data Systems,Communication Services,New York Stock Exchange,4027624795,Communication Services
TDW,Tidewater Inc.,Tidewater,Oil & Gas - Services,New York Stock Exchange,797339996,Energy
TDY,Teledyne Technologies Incorporated,Teledyne Incorporated,Computer Hardware,New York Stock Exchange,8142332868,Technology
TECK,Teck Resources Ltd,Teck Resources,Metals & Mining,New York Stock Exchange,13352589112,Basic Materials
TEF,Telefonica SA,Telefonica SA,Communication Services,New York Stock Exchange,45301348960,Communication Services
TEI,Templeton Emerging Markets Income Fund Inc.,Templeton Emerging Markets Income Fund,Asset Management,New York Stock Exchange,498703563,Financial Services
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,TE Connectivity New Switzerland Registered Shares,Computer Hardware,New York Stock Exchange,27411629438,Technology
TEN,Tenneco Inc. Class A Voting,Tenneco Voting,Autos,New York Stock Exchange,2779058584,Consumer Cyclical
TEO,Telecom Argentina SA,Telecom Argentina SA,Communication Services,New York Stock Exchange,7145936817,Communication Services
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Teva Pharmaceutical Industries Limited American Depositary Shares,Drug Manufacturers,New York Stock Exchange,21798182965,Healthcare
TEX,Terex Corporation,Terex,Farm & Construction Machinery,New York Stock Exchange,2299440000,Industrials
TFX,Teleflex Incorporated,Teleflex Incorporated,Medical Instruments & Equipment,New York Stock Exchange,12547370995,Healthcare
TG,Tredegar Corporation,Tredegar,Conglomerates,New York Stock Exchange,546409115,Industrials
TGE,Tallgrass Energy LP Class A Shares,Tallgrass Energy Shares,Oil & Gas - Midstream,New York Stock Exchange,6694981380,Energy
TGH,Textainer Group Holdings Limited,Textainer Limited,Consulting & Outsourcing,New York Stock Exchange,745229389,Industrials
TGI,Triumph Group Inc.,Triumph,Aerospace & Defense,New York Stock Exchange,945377709,Industrials
TGNA,TEGNA Inc,TEGNA,Entertainment,New York Stock Exchange,2477049625,Consumer Cyclical
TGP,Teekay LNG Partners L.P.,Teekay LNG Partners,Transportation & Logistics,New York Stock Exchange,1040718737,Industrials
TGS,Transportadora de Gas del Sur SA TGS,Transportadora de Gas del Sur SA TGS,Utilities - Regulated,New York Stock Exchange,2638092263,Utilities
TGT,Target Corporation,Target,Retail - Defensive,New York Stock Exchange,37770316185,Consumer Defensive
THC,Tenet Healthcare Corporation,Tenet Healthcare,Health Care Providers,New York Stock Exchange,2321074004,Healthcare
THG,Hanover Insurance Group Inc,Hanover Insurance,Insurance - Property & Casualty,New York Stock Exchange,4663508990,Financial Services
THO,Thor Industries Inc.,Thor Industries,Autos,New York Stock Exchange,3525714176,Consumer Cyclical
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,Asset Management,New York Stock Exchange,743591344,Financial Services
THR,Thermon Group Holdings Inc.,Thermon,Industrial Products,New York Stock Exchange,757352632,Industrials
THS,Treehouse Foods Inc.,Treehouse Foods,Consumer Packaged Goods,New York Stock Exchange,3271920194,Consumer Defensive
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,Tekla World Healthcare Fund Shares of Beneficial Interest,Asset Management,New York Stock Exchange,393535121,Financial Services
TI,Telecom Italia S.P.A. New,Telecom Italia S.P.A. New,Communication Services,New York Stock Exchange,11966146818,Communication Services
TI.A,Telecom Italia S.P.A. New,Telecom Italia S.P.A. New,Communication Services,New York Stock Exchange,9527767177,Communication Services
TIER,TIER REIT Inc.,TIER REIT,REITs,New York Stock Exchange,1274563665,Real Estate
TIF,Tiffany & Co.,Tiffany & Co.,Retail - Apparel & Specialty,New York Stock Exchange,10786679688,Consumer Cyclical
TISI,Team Inc.,Team,Business Services,New York Stock Exchange,447184216,Industrials
TJX,TJX Companies Inc. (The),TJX Companies (The),Retail - Apparel & Specialty,New York Stock Exchange,1.20523E+11,Consumer Cyclical
TK,Teekay Corporation,Teekay,Oil & Gas - Integrated,New York Stock Exchange,353832843,Energy
TKC,Turkcell Iletisim Hizmetleri AS,Turkcell Iletisim Hizmetleri AS,Communication Services,New York Stock Exchange,6054400000,Communication Services
TKR,Timken Company (The),Timken Company (The),Industrial Products,New York Stock Exchange,3331533717,Industrials
TLI,Western Asset Corporate Loan Fund Inc,Western Asset Corporate Loan Fund,Asset Management,New York Stock Exchange,93525632,Financial Services
TLK,PT Telekomunikasi Indonesia Tbk,PT Telekomunikasi Indonesia Tbk,Communication Services,New York Stock Exchange,27252015787,Communication Services
TLP,TransMontaigne Partners L.P. Transmontaigne Partners L.P. representing limited partner interests,TransMontaigne Partners Transmontaigne Partners representing limited partner interests,Oil & Gas - Midstream,New York Stock Exchange,663121966,Energy
TLRA,Telaria Inc.,Telaria,Application Software,New York Stock Exchange,135213145,Technology
TLRD,Tailored Brands Inc.,Tailored Brands,Retail - Apparel & Specialty,New York Stock Exchange,643230919,Consumer Cyclical
TLYS,Tilly's Inc.,Tilly's,Retail - Apparel & Specialty,New York Stock Exchange,378527142,Consumer Cyclical
TM,Toyota Motor Corporation,Toyota Motor,Autos,New York Stock Exchange,1.78555E+11,Consumer Cyclical
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A,Tencent Music Entertainment American Depositary Shares each representing two,Online Media,New York Stock Exchange,23812160241,Technology
TMHC,Taylor Morrison Home Corporation Class A,Taylor Morrison Home,Homebuilding & Construction,New York Stock Exchange,2276256181,Consumer Cyclical
TMK,Torchmark Corporation,Torchmark,Insurance - Life,New York Stock Exchange,9262315065,Financial Services
TMO,Thermo Fisher Scientific Inc,Thermo Fisher Scientific,Medical Diagnostics & Research,New York Stock Exchange,98661406819,Healthcare
TMST,TimkenSteel Corporation,TimkenSteel,Steel,New York Stock Exchange,551066496,Basic Materials
TNC,Tennant Company,Tennant Company,Industrial Products,New York Stock Exchange,1094750000,Industrials
TNET,TriNet Group Inc.,TriNet,Business Services,New York Stock Exchange,3236921099,Industrials
TNK,Teekay Tankers Ltd.,Teekay Tankers,Transportation & Logistics,New York Stock Exchange,271286000,Industrials
TNP,Tsakos Energy Navigation Ltd,Tsakos Energy Navigation,Transportation & Logistics,New York Stock Exchange,287336930,Industrials
TOL,Toll Brothers Inc.,Toll Brothers,Homebuilding & Construction,New York Stock Exchange,5405325000,Consumer Cyclical
TOO,Teekay Offshore Partners L.P. representing Limited Partner Interests,Teekay Offshore Partners representing Limited Partner Interests,Transportation & Logistics,New York Stock Exchange,506720500,Industrials
TOT,Total S.A.,Total S.A.,Oil & Gas - Integrated,New York Stock Exchange,1.45653E+11,Energy
TOWR,Tower International Inc.,Tower International,Autos,New York Stock Exchange,603159163,Consumer Cyclical
TPB,Turning Point Brands Inc.,Turning Point Brands,Tobacco Products,New York Stock Exchange,711008077,Consumer Defensive
TPC,Tutor Perini Corporation,Tutor Perini,Engineering & Construction,New York Stock Exchange,795913596,Industrials
TPGH,TPG Pace Holdings Corp. Class A,TPG Pace,Conglomerates,New York Stock Exchange,568125000,Industrials
TPH,TRI Pointe Group Inc.,TRI Pointe,Homebuilding & Construction,New York Stock Exchange,1893423798,Consumer Cyclical
TPL,Texas Pacific Land Trust,Texas Pacific Land Trust,Real Estate Services,New York Stock Exchange,5651206999,Real Estate
TPR,Tapestry Inc.,Tapestry,Retail - Apparel & Specialty,New York Stock Exchange,11186125291,Consumer Cyclical
TPRE,Third Point Reinsurance Ltd.,Third Point Reinsurance,Insurance - Specialty,New York Stock Exchange,1021270668,Financial Services
TPVG,TriplePoint Venture Growth BDC Corp.,TriplePoint Venture Growth BDC,Asset Management,New York Stock Exchange,318484146,Financial Services
TPX,Tempur Sealy International Inc.,Tempur Sealy International,Manufacturing - Apparel & Furniture,New York Stock Exchange,2941313890,Consumer Cyclical
TPZ,Tortoise Power and Energy Infrastructure Fund Inc,Tortoise Power and Energy Infrastructure Fund,Asset Management,New York Stock Exchange,130708977,Financial Services
TR,Tootsie Roll Industries Inc.,Tootsie Roll Industries,Consumer Packaged Goods,New York Stock Exchange,1350955985,Consumer Defensive
TRC,Tejon Ranch Co,Tejon Ranch,Real Estate Services,New York Stock Exchange,497543604,Real Estate
TRCO,Tribune Media Company Class A,Tribune Media Company,Entertainment,New York Stock Exchange,4034541504,Consumer Cyclical
TREC,Trecora Resources,Trecora Resources,Chemicals,New York Stock Exchange,223096228,Basic Materials
TREX,Trex Company Inc.,Trex Company,Building Materials,New York Stock Exchange,4160681506,Basic Materials
TRGP,Targa Resources Inc.,Targa Resources,Oil & Gas - Midstream,New York Stock Exchange,10012808043,Energy
TRI,Thomson Reuters Corp,Thomson Reuters,Brokers & Exchanges,New York Stock Exchange,26689467412,Financial Services
TRK,Speedway Motorsports Inc.,Speedway Motorsports,Travel & Leisure,New York Stock Exchange,719059268,Consumer Cyclical
TRN,Trinity Industries Inc.,Trinity Industries,Transportation & Logistics,New York Stock Exchange,3481907013,Industrials
TRNO,Terreno Realty Corporation,Terreno Realty,REITs,New York Stock Exchange,2375496012,Real Estate
TROX,Tronox Limited Class A $0.01 par,Tronox Limited $0.01 par,Chemicals,New York Stock Exchange,1153119466,Basic Materials
TRP,TransCanada Corporation,TransCanada,Oil & Gas - Midstream,New York Stock Exchange,39005327211,Energy
TRQ,Turquoise Hill Resources Ltd.,Turquoise Hill Resources,Metals & Mining,New York Stock Exchange,3350503591,Basic Materials
TRTN,Triton International Limited,Triton International Limited,Consulting & Outsourcing,New York Stock Exchange,2569567973,Industrials
TRTX,TPG RE Finance Trust Inc.,TPG RE Finance Trust,REITs,New York Stock Exchange,1324597166,Real Estate
TRU,TransUnion,TransUnion,Business Services,New York Stock Exchange,11619236500,Industrials
TRV,The Travelers Companies Inc.,The Travelers Companies,Insurance - Property & Casualty,New York Stock Exchange,33092344000,Financial Services
